FACILITY NAME,Full Address,Street #,Street Name,Suite,City,Province,Postal Code,Ward,Performance,Exhibition / Visual Arts,Screen Based,Library,Multipurpose,Heritage,OWNERSHIP,,,
Centre for Addiction and Mental Health (Workman Theatre),"1001 Queen Street West, Toronto, ON, M6J 1H9",1001,Queen Street West,,Toronto,ON,M6J 1H9,19,1,,,,,1,Owned by others,,,
Stephen Bulger Gallery,"1026 Queen Street West, Toronto, ON, M6J 1H6",1026,Queen Street West,,Toronto,ON,M6J 1H6,19,1,1,,,,,Owned by others,,,
Board of Directors Gallery,"1082 Queen Street West, Toronto, ON, M6J 1H8",1082,Queen Street West,,Toronto,ON,M6J 1H8,19,1,,1,,,,Owned by others,,,
Katharine Mulherin Contemporary Gallery & Art Projects,"1086 Queen Street West, Toronto, ON, M6J 1HB",1086,Queen Street West,,Toronto,ON,M6J 1HB,19,,1,,,,,Owned by others,,,
The Great Hall,"1087 Queen Street West, Toronto, ON, M6J 1H3",1087,Queen Street West,,Toronto,ON,M6J 1H3,19,1,,,,1,1,Owned by others,,,
Muzik: the Nightclub at Exhibition Place,"15 Saskatchewan Road, Toronto, ON, M6K 3C3",15,Saskatchewan Road,,Toronto,ON,M6K 3C3,19,,1,1,,,1,Owned by others,,,
107Shaw,"107 Shaw Street, Toronto, ON, M6J 2W4",107,Shaw Street,,Toronto,ON,M6J 2W4,19,,1,,,,,Owned by others,,,
Artscape Shaw Street Centre (Givins/Shaw Public School),"180 Shaw Street, Toronto, ON, M6J 2W5",180,Shaw Street,,Toronto,ON,M6J 2W5,19,1,1,,,1,1,Owned by others,,,
Central Commerce Collegiate Theatre,"570 Shaw Street, Toronto, ON, M6G 3L6",570,Shaw Street,,Toronto,ON,M6G 3L6,19,1,1,1,,,,Owned by others,,,
Academy of Spherical Arts,"1 Snooker Street, Toronto, ON, M6K 1G1",1,Snooker Street,,Toronto,ON,M6K 1G1,19,,1,,,,1,Owned by others,,,
Canadian National Exhibition (Stanley Barracks),"2 Strachan Avenue, Toronto, ON, M6K 3K3",2,Strachan Avenue,,Toronto,ON,M6K 3K3,19,,,,,1,1,City Owned,,,
M-DO Centre for World Music and Dance,"94 Stafford St.
, Toronto, ON, M6J 2S1   
",94,"Stafford St.
",,Toronto,ON,"M6J 2S1   
",19,1,,,,,,Owned by others,,,
Birch Libralato,"129 Tecumseth Street, Toronto, ON, M6J 2H2",129,Tecumseth Street,,Toronto,ON,M6J 2H2,19,,1,,,,,Owned by others,,,
Georgia Scherman Projects,"133 Tecumseth Street, Toronto, ON, M6J 2H2",133,Tecumseth Street,,Toronto,ON,M6J 2H2,19,,1,,,,,Owned by others,,,
Susan Hobbs,"137 Tecumseth Street, Toronto, ON, M6J 2H4",137,Tecumseth Street,,Toronto,ON,M6J 2H4,19,,1,,,,,Owned by others,,,
The Array Space (Arraymusic),"155 Walnut Avenue, Toronto, ON, M6J 3W3",155,Walnut Avenue,,Toronto,ON,M6J 3W3,19,1,,,,,,Owned by others,,,
Majlis Multidisciplinary Arts,"163 Walnut Avenue, Toronto, ON, M6J 3W3",163,Walnut Avenue,,Toronto,ON,M6J 3W3,19,1,,,,,,Owned by others,,,
Alison Milne Gallery,"198 Walnut Avenue, Unit 3, Toronto, ON, M6J 1C9",198,Walnut Avenue,Unit 3,Toronto,ON,M6J 1C9,19,,1,,,,,Owned by others,,,
Rapier Wit,"575 Wellington Street West, Toronto, ON, M5V 2R6",575,Wellington Street West,,Toronto,ON,M5V 2R6,19,1,,,,,,Owned by others,,,
Loft 404,"263 Adelaide Street West, Loft 404, Toronto, ON, M5H 1Y2",263,Adelaide Street West,Loft 404,Toronto,ON,M5H 1Y2,20,,1,,,,1,Owned by others,,,
Mad for Dance Studio,"263 Adelaide Street West, Unit B30, Toronto, ON, M5H 1Y2",263,Adelaide Street West,Unit B30,Toronto,ON,M5H 1Y2,20,1,,,,,1,Owned by others,,,
MARCORMEDIA Full Service Visual Studio,"263 Adelaide Street West, Suite 4007, Toronto, ON, M5H 1Y2",263,Adelaide Street West,Suite 4007,Toronto,ON,M5H 1Y2,20,,1,1,,,1,Owned by others,,,
Launch Projects Gallery,"404 Adelaide Street West, Toronto, ON, M5V 3C1",404,Adelaide Street West,,Toronto,ON,M5V 3C1,20,,1,,,,,Owned by others,,,
Toronto School of Art,"410 Adelaide Street West, Toronto, ON, M5V 1S8",410,Adelaide Street West,,Toronto,ON,M5V 1S8,20,,1,,,1,,Owned by others,,,
footwork bar,"425 Adelaide Street West, Toronto, ON, M5V 3C1",425,Adelaide Street West,,Toronto,ON,M5V 3C1,20,1,,,,,,Owned by others,,,
Kapisanan Philippine Centre for Arts & Culture,"167 Augusta Avenue, Toronto, ON, M5T 2L4",167,Augusta Avenue,,Toronto,ON,M5T 2L4,20,,1,,,1,,Owned by others,,,
Aspetta Caffe,"207 Augusta Avenue, Toronto, ON, M5T 2L4",207,Augusta Avenue,,Toronto,ON,M5T 2L4,20,1,,,,,,Owned by others,,,
Double Double Land,"209 Augusta Avenue, Toronto, ON, M5T 2L4",209,Augusta Avenue,,Toronto,ON,M5T 2L4,20,,1,,,,,Owned by others,,,
Poetry Jazz Cafe,"224 Augusta Avenue, Toronto, ON, M5T 2L7",224,Augusta Avenue,,Toronto,ON,M5T 2L7,20,1,1,,,,,Owned by others,,,
The Supermarket,"268 Augusta Avenue, Toronto, ON, M5T 2L9",268,Augusta Avenue,,Toronto,ON,M5T 2L9,20,1,,,,,,Owned by others,,,
The White House Studio,"277 Augusta Avenue, Toronto, ON, M5T 2M1",277,Augusta Avenue,,Toronto,ON,M5T 2M1,20,,1,,,,,Owned by others,,,
Bread and Circus Theatre Bar,"299 Augusta Avenue, Toronto, ON, M5T 1N9",299,Augusta Avenue,,Toronto,ON,M5T 1N9,20,1,,,,,,Owned by others,,,
TeodoraART Gallery,"214 Avenue Road, Toronto, ON, M5R 2J4",214,Avenue Road,,Toronto,ON,M5R 2J4,20,,1,,,,,Owned by others,,,
Studio Vogue Gallery,"216 Avenue Road, Toronto, ON, M5R 2J4",216,Avenue Road,,Toronto,ON,M5R 2J4,20,,1,,,,,Owned by others,,,
George Brown House,"50 Baldwin Street, Toronto, ON, M5T 1L4",50,Baldwin Street,,Toronto,ON,M5T 1L4,20,,1,,,,1,Owned by others,,,
"Factory Theatre (Studio, Mainspace)","125 Bathurst Street, Toronto, ON, M5V 2R2",125,Bathurst Street,,Toronto,ON,M5V 2R2,20,1,,,,1,1,Owned by others,,,
DNA Theatre,"133 Bathurst Street, Toronto, ON, M5V 2R2",133,Bathurst Street,,Toronto,ON,M5V 2R2,20,1,,,,,,Owned by others,,,
Sanderson Branch (TPL),"327 Bathurst Street, Toronto, ON, M5T 1J1",327,Bathurst Street,,Toronto,ON,M5T 1J1,20,1,,,1,1,,City Owned,,,
The Cineforum,"463 Bathurst Street, Toronto, ON, M5T 2S9",463,Bathurst Street,,Toronto,ON,M5T 2S9,20,,,1,,,,Owned by others,,,
Central Technical High School (Art Centre),"725 Bathurst Street, Toronto, ON, M5S 2R5",725,Bathurst Street,,Toronto,ON,M5S 2R5,20,,1,,,1,1,Owned by others,,,
The Annex Wreckroom,"794 Bathurst Street, Toronto, ON, M5R 3G2",794,Bathurst Street,,Toronto,ON,M5R 3G2,20,1,,,,,,Owned by others,,,
"The 918 Bathhurst Centre for Culture, Media, Arts and Education","918 Bathurst Street, Toronto, ON, M5R3G5",918,Bathurst Street,,Toronto,ON,M5R3G5,20,,1,1,,,,Owned by others,,,
La Parete Gallery,"1086 Bathurst Street, Toronto, ON, M5R 3G8",1086,Bathurst Street,,Toronto,ON,M5R 3G8,20,,1,,,,,Owned by others,,,
Designers Walk Resource Centre,"168 Bedford Road, Toronto, ON, M5R 2K9",168,Bedford Road,,Toronto,ON,M5R 2K9,20,1,,,,,,Owned by others,,,
Ontario Crafts Council,"170 Bedford Road, Suite 300, Toronto, ON, M5R 2K9",170,Bedford Road,Suite 300,Toronto,ON,M5R 2K9,20,,1,,,,,Owned by others,,,
The Kiever Shul,"25 Bellevue Avenue, Toronto, ON, M5T 1X8",25,Bellevue Avenue,,Toronto,ON,M5T 1X8,20,,1,,,1,,Owned by others,,,
St. Stephen-in-the-Fields Church,"103 Bellevue Avenue, Toronto, ON, M5T 2N8",103,Bellevue Avenue,,Toronto,ON,M5T 2N8,20,,,,,1,1,Owned by others,,,
Consulate General of Italy,"136 Beverley Street, Toronto, ON, M5T 1Y5",136,Beverley Street,,Toronto,ON,M5T 1Y5,20,,1,,,,1,Owned by others,,,
Van Duzer Studio,"196 Beverley Street, Toronto, ON, M5T 1Y7",196,Beverley Street,,Toronto,ON,M5T 1Y7,20,,1,,,1,,Owned by others,,,
St. Paul's Church,"227 Bloor Street East, Toronto, ON, M4W 1C8
",227,Bloor Street East,,Toronto,ON,"M4W 1C8
",20,1,,,,1,,Owned by others,,,
Ontario Institute for Studies in Education (OISE) (Auditorium),"252 Bloor Street West, Toronto, ON, M5S 1V6",252,Bloor Street West,,Toronto,ON,M5S 1V6,20,,,,,1,,Owned by others,,,
"The Royal Conservatory (Ettore Mazoleni Concert Hall, Conservatory Theatre, Koerner Hall)","273 Bloor Street West, Toronto, ON, M5S 1V6",273,Bloor Street West,,Toronto,ON,M5S 1V6,20,1,,,,,1,Owned by others,,,
Bloor Street United Church,"300 Bloor Street West, Toronto, ON, M5S 1W3",300,Bloor Street West,,Toronto,ON,M5S 1W3,20,,,,,1,1,Owned by others,,,
Tartu College,"310 Bloor Street West, Toronto, ON, M5S 1W4",310,Bloor Street West,,Toronto,ON,M5S 1W4,20,,,,,1,,Owned by others,,,
Bata Shoe Museum,"327 Bloor Street West, Toronto, ON, M5S1W7",327,Bloor Street West,,Toronto,ON,M5S1W7,20,,1,,,,,Owned by others,,,
The Fringe of Toronto Theatre Festival,"344 Bloor Street West, Suite 507, Toronto, ON, M5S 3A7",344,Bloor Street West,Suite 507,Toronto,ON,M5S 3A7,20,1,,,,,,Owned by others,,,
Trinity St Paul's United Church (Centre and Lyonfish Studios),"427 Bloor Street West, Toronto, ON, M5S 1X7",427,Bloor Street West,,Toronto,ON,M5S 1X7,20,1,,,,1,1,Owned by others,,,
Brunswick House,"481 Bloor Street West, Toronto, ON, M5S 1Y2",481,Bloor Street West,,Toronto,ON,M5S 1Y2,20,1,,,,,1,Owned by others,,,
Bloor Hot Docs Cinema,"506 Bloor Street West, Toronto, ON, M5S 1Y3",506,Bloor Street West,,Toronto,ON,M5S 1Y3,20,,,1,,,,Owned by others,,,
Church of St. Simon-The-Apostle (The),"525 Bloor Street West, Toronto, ON, M4W 1J1",525,Bloor Street West,,Toronto,ON,M4W 1J1,20,1,,,,,,Owned by others,,,
Lee's Palace,"529 Bloor Street West, Toronto, ON, M5S 1Y4",529,Bloor Street West,,Toronto,ON,M5S 1Y4,20,1,,,,1,,Owned by others,,,
Paupers Pub,"539 Bloor Street West, Toronto, ON, M5S 1Y5",539,Bloor Street West,,Toronto,ON,M5S 1Y5,20,1,1,,,,1,Owned by others,,,
Studio 561 Gallery,"561 Bloor Street West, Toronto, ON, M5Y1S6",561,Bloor Street West,,Toronto,ON,M5Y1S6,20,,1,,,,,Owned by others,,,
Insomnia Cafe,"563 Bloor Street West, Toronto, ON, M5S 1Y5",563,Bloor Street West,,Toronto,ON,M5S 1Y5,20,1,1,,,,,Owned by others,,,
Rogers Centre (Skydome),"1 Blue Jays Way, Toronto, ON, M5V 1J3",1,Blue Jays Way,,Toronto,ON,M5V 1J3,20,1,,,,1,,Owned by others,,,
"John Street Roundhouse (CP Roundhouse, Steam Whistle Brewing Gallery)","255 Bremner Boulevard, Toronto, ON, M5V 3M9",255,Bremner Boulevard,,Toronto,ON,M5V 3M9,20,1,1,,,1,1,City Owned,,,
Tranzac Club,"292 Brunswick Avenue, Toronto, ON, M5S 2M7",292,Brunswick Avenue,,Toronto,ON,M5S 2M7,20,1,,,,1,,Owned by others,,,
The Annex Live,"296 Brunswick Avenue, Toronto, ON, M5S 2M7",296,Brunswick Avenue,,Toronto,ON,M5S 2M7,20,1,,,,,,Owned by others,,,
Vain,"20 Camden Street, Toronto, ON, M5V 1V1",20,Camden Street,,Toronto,ON,M5V 1V1,20,,1,1,,,,Owned by others,,,
Steelworkers Hall,"25 Cecil Street, Toronto, ON, M5T 1N1",25,Cecil Street,,Toronto,ON,M5T 1N1,20,,,,,1,,Owned by others,,,
Cecil Street Community Centre,"58 Cecil Street, Toronto, ON, M5T 1N6",58,Cecil Street,,Toronto,ON,M5T 1N6,20,,,,,1,1,City Owned,,,
The Charlotte Room,"19 Charlotte Street, Toronto, ON, M5V 2H5",19,Charlotte Street,,Toronto,ON,M5V 2H5,20,1,,,,,,Owned by others,,,
Ukrainian Hall Cultural Centre,"83 Christie Street, Toronto, ON, M6G 3B1",83,Christie Street,,Toronto,ON,M6G 3B1,20,1,1,,,1,,Owned by others,,,
University of Toronto - Health Sciences Building (Auditorium),"155 College Street, Room 610, Toronto, ON, M5S 3M2",155,College Street,Room 610,Toronto,ON,M5S 3M2,20,,,,,1,1,Owned by others,,,
O'Grady's Tap and Grill,"171 College Street, Toronto, ON, M5T 1P7",171,College Street,,Toronto,ON,M5T 1P7,20,1,,,,,,Owned by others,,,
Robert Gill Theatre,"214 College Street, Toronto, ON, M5T 2Z9",214,College Street,,Toronto,ON,M5T 2Z9,20,1,,,,,,Owned by others,,,
Ein-stein Cafe & Pub,"229 College Street, Toronto, ON, M5T 1R4",229,College Street,,Toronto,ON,M5T 1R4,20,1,,,,,,Owned by others,,,
"John H. Daniels Faculty of Architecture, Landscape and Design - University of Toronto (Auditorium), Eric Arthur Gallery","230 College Street, Toronto, ON, M5T 1R2",230,College Street,,Toronto,ON,M5T 1R2,20,1,1,,,,,Owned by others,,,
Lillian H. Smith Branch (TPL),"239 College Street, Toronto, ON, M5T 1R5",239,College Street,,Toronto,ON,M5T 1R5,20,1,,,1,1,,City Operated,,,
Entrinsic,"284 College Street, Toronto, ON, M5T 1S2",284,College Street,,Toronto,ON,M5T 1S2,20,,1,,,,,Owned by others,,,
Studio Gallery,"294 College Street , Toronto, ON, M5T 1R9",294,College Street ,,Toronto,ON,M5T 1R9,20,,1,,,,,Owned by others,,,
The Free Times Cafe,"320 College Street, Toronto, ON, M5S 2K3",320,College Street,,Toronto,ON,M5S 2K3,20,1,1,,,1,1,Owned by others,,,
El Rancho Latin Nightclub,"430 College Street, Toronto, ON, M5T 1T3",430,College Street,,Toronto,ON,M5T 1T3,20,1,,,,,1,Owned by others,,,
Sneaky Dee's,"431 College Street, Toronto, ON, M5T 1S9",431,College Street,,Toronto,ON,M5T 1S9,20,1,,,,,,Owned by others,,,
Robert Mede Gallery,"321 Davenport Road, Toronto, ON, M5R 1K5
",321,Davenport Road,,Toronto,ON,"M5R 1K5
",20,,1,,,,,Owned by others,,,
St. Stanislaus Kostka,"12 Denison Avenue, Toronto, ON, M5T 1A3",12,Denison Avenue,,Toronto,ON,M5T 1A3,20,,,,,1,,Owned by others,,,
Munk Centre for Global Affairs (Campbell Conference Facility),"1 Devonshire Place, Toronto, ON, M5S 3K7",1,Devonshire Place,,Toronto,ON,M5S 3K7,20,,1,,,1,1,Owned by others,,,
George Ignatieff Theatre,"15 Devonshire Place, Toronto, ON, M5S 2C8",15,Devonshire Place,,Toronto,ON,M5S 2C8,20,1,,,,,1,Owned by others,,,
18Karat,"275 Dundas Street West, Toronto, ON, M5T 1G1",275,Dundas Street West,,Toronto,ON,M5T 1G1,20,,1,,,,,Owned by others,,,
OCADU Student Gallery,"285 Dundas Street West, Toronto, ON, M5T 2Z5",285,Dundas Street West,,Toronto,ON,M5T 2Z5,20,,1,,,,,Owned by others,,,
Art Gallery of Ontario (AGO) - Jackman Hall,"317 Dundas Street West, Toronto, ON, M5T 1G4",317,Dundas Street West,,Toronto,ON,M5T 1G4,20,1,1,1,,1,1,Owned by others,,,
Art Square Gallery and Café,"334 Dundas Street West, Toronto, ON, M5T 1G6",334,Dundas Street West,,Toronto,ON,M5T 1G6,20,,1,,,,1,Owned by others,,,
The Rivoli,"334 Dundas Street West, Toronto, ON, M5A 2A4",334,Dundas Street West,,Toronto,ON,M5A 2A4,20,1,,,,1,1,Owned by others,,,
Bau-Xi Gallery,"340 Dundas Street West, Toronto, ON, M5T 1G5",340,Dundas Street West,,Toronto,ON,M5T 1G5,20,,1,,,,1,Owned by others,,,
Amilee African Arts,"580 Dundas Street West, Toronto, ON, M5T 1H5",580,Dundas Street West,,Toronto,ON,M5T 1H5,20,,,,,1,,Owned by others,,,
Scadding Court CC,"707 Dundas Street West, Toronto, ON, M5T 2W6",707,Dundas Street West,,Toronto,ON,M5T 2W6,20,,,,,1,,City Owned,,,
CBC (Glenn Gould Studio),"250 Front Street West, Toronto, ON, M5A 1E9",250,Front Street West,,Toronto,ON,M5A 1E9,20,1,1,1,,,,Owned by others,,,
Metro Toronto Convention Centre (John W.H. Bassett Theatre),"255 Front Street West, Toronto, ON, M5Y2W6",255,Front Street West,,Toronto,ON,M5Y2W6,20,1,1,,,1,,City Operated,,,
"Glen Morris Studio Theatre, University of Toronto","4 Glen Morris Street, Toronto, ON, M5S 1H9",4,Glen Morris Street,,Toronto,ON,M5S 1H9,20,1,,,,,1,Owned by others,,,
"University Settlement (Music & Arts School, Recreation Centre)","23 Grange Road, Toronto, ON, M5T 1G3",23,Grange Road,,Toronto,ON,M5T 1G3,20,1,,,,1,,City Owned,,,
Toronto Women's Bookstore,"73 Harbord Street, Toronto, ON, M5S 2H7",73,Harbord Street,,Toronto,ON,M5S 2H7,20,,1,,,,,Owned by others,,,
WonderWorks Bookstore,"79 Harbord Street, A, Toronto, ON, M5S 1G4",79,Harbord Street,A,Toronto,ON,M5S 1G4,20,,1,,,1,,Owned by others,,,
Bakka-Phoenix Books,"84 Harbord Street, Toronto, ON, M5S 1G5",84,Harbord Street,,Toronto,ON,M5S 1G5,20,1,1,,,,,Owned by others,,,
Charlie's Gallery,"112 Harbord Street, Toronto, ON, M5S 1G6",112,Harbord Street,,Toronto,ON,M5S 1G6,20,,1,,,,,Owned by others,,,
Communication Art Gallery,"209 Harbord Street, Toronto, ON, M5S 1H6",209,Harbord Street,,Toronto,ON,M5S 1H6,20,,1,,,,,Owned by others,,,
"Hart House (Library, Map Room, Theatre, Arbor Room, East Common Room, Music Room, Great Hall, Barnicke Gallery)","7 Hart House Circle, Toronto, ON, M5S 3H3",7,Hart House Circle,,Toronto,ON,M5S 3H3,20,1,1,1,,1,1,Owned by others,,,
"Leonard Hall of Wycliffe College, University of Toronto","5 Hoskin Avenue, Toronto, ON, M5S 1H7",5,Hoskin Avenue,,Toronto,ON,M5S 1H7,20,1,,,,1,1,Owned by others,,,
St Thomas's Anglican Church,"383 Huron Street, Toronto, ON, M5S 2G5",383,Huron Street,,Toronto,ON,M5S 2G5,20,,,,,1,1,Owned by others,,,
Italian Cultural Institute,"496 Huron Street, Toronto, ON, M5R 2R3",496,Huron Street,,Toronto,ON,M5R 2R3,20,1,1,,,1,1,Owned by others,,,
John Spotton Cinema NFB,"150 John Street, Toronto, ON, M5V 3C3",150,John Street,,Toronto,ON,M5V 3C3,20,,,1,,,,Owned by others,,,
Jane Corkin Gallery,"179 John Street, Toronto, ON, M5T 1X4",179,John Street,,Toronto,ON,M5T 1X4,20,,1,,,,,Owned by others,,,
Music Gallery,"197 John Street, Toronto, ON, M5T 1X6",197,John Street,,Toronto,ON,M5T 1X6,20,1,,,,,1,Owned by others,,,
St. George the Martyr Church,"205 John Street, Toronto, ON, M5T 1X6",205,John Street,,Toronto,ON,M5T 1X6,20,,,,,1,1,Owned by others,,,
Laurentina's Improv Club,"51 Kensington Avenue, Toronto, ON, M5T 2J8",51,Kensington Avenue,,Toronto,ON,M5T 2J8,20,1,,,,,,Owned by others,,,
Extempore Studio Gallery,"60 Kensington Avenue, Unit 7, Toronto, ON, M5T 2J8",60,Kensington Avenue,Unit 7,Toronto,ON,M5T 2J8,20,,1,,,,,Owned by others,,,
Anoush Gallery,"75 Kensington Avenue, Toronto, ON, M5t 2K2",75,Kensington Avenue,,Toronto,ON,M5t 2K2,20,,1,,,,,Owned by others,,,
Goethe Institut,"163 King Street West, Toronto, ON, M5H 4C6",163,King Street West,,Toronto,ON,M5H 4C6,20,,1,,,1,,Owned by others,,,
Arts on King,"165 King Street West, Toronto, ON, M5H 4H2",165,King Street West,,Toronto,ON,M5H 4H2,20,,1,,,,,Owned by others,,,
The Elephant & Castle,"212 King Street West, Toronto, ON, M5V 3M2",212,King Street West,,Toronto,ON,M5V 3M2,20,1,,,,,1,Owned by others,,,
Royal Alexandra Theatre,"260 King Street West, Toronto, ON, M5V 1H8",260,King Street West,,Toronto,ON,M5V 1H8,20,1,,,,,1,Owned by others,,,
Princess of Wales Theatre,"300 King Street West, Toronto, ON, M5V 1J2",300,King Street West,,Toronto,ON,M5V 1J2,20,1,,,,,,Owned by others,,,
TIFF Bell Lightbox,"350 King Street West, Toronto, ON, M5V 3X5",350,King Street West,,Toronto,ON,M5V 3X5,20,,,1,,,,Owned by others,,,
George Gilmour Gallery at Open Studio,"468 King Street West, Toronto, ON, M5V 1L8",468,King Street West,,Toronto,ON,M5V 1L8,20,,1,1,,,1,Owned by others,,,
Black Line Studio,"577 King Street West, Toronto, ON, M5V 1M1",577,King Street West,,Toronto,ON,M5V 1M1,20,,1,,,,,Owned by others,,,
"Convocation Hall, University of Toronto","31 King's College Circle, Toronto, ON, M5S 3G4",31,King's College Circle,,Toronto,ON,M5S 3G4,20,,,,,1,,Owned by others,,,
Medical Science's Auditorium,"1 King's College Circle, Toronto, ON, M5S 1A8",1,King's College Circle,,Toronto,ON,M5S 1A8,20,1,,,,1,,Owned by others,,,
University of Toronto Art Centre,"15 King's College Circle, Toronto, ON, M5S 3H7",15,King's College Circle,,Toronto,ON,M5S 3H7,20,,1,,,1,,Owned by others,,,
Walmer Road Baptist Church (Centre Theatre),"188 Lowther Avenue, Toronto, ON, M5R 1E8",188,Lowther Avenue,,Toronto,ON,M5R 1E8,20,1,,,,,1,Owned by others,,,
Elmore's Hall,"188 Lowther Avenue, A, Toronto, ON, M5R 1E8",188,Lowther Avenue,A,Toronto,ON,M5R 1E8,20,1,,,,1,1,Owned by others,,,
Christ The Saviour Cathedral,"823 Manning Avenue, Toronto, ON, M6G 2W9",823,Manning Avenue,,Toronto,ON,M6G 2W9,20,,,,,1,1,Owned by others,,,
Beaver Hall Gallery,"29 McCaul Street, Toronto, ON, M5T 1V7",29,McCaul Street,,Toronto,ON,M5T 1V7,20,1,1,,,,,Owned by others,,,
52 McCaul,"52 McCaul Street, Toronto, ON, M5T 1V9",52,McCaul Street,,Toronto,ON,M5T 1V9,20,,1,,,1,,Owned by others,,,
Gardiner Museum,"60 McCaul Street, Toronto, ON, M5T 1V9",60,McCaul Street,,Toronto,ON,M5T 1V9,20,,1,,,,,Owned by others,,,
St. Patrick's Church,"131 McCaul Street, Toronto, ON, M5T 1W4",131,McCaul Street,,Toronto,ON,M5T 1W4,20,1,,,,1,,Owned by others,,,
Second City,"51 Mercer Street, Toronto, ON, M5V 9G9",51,Mercer Street,,Toronto,ON,M5V 9G9,20,1,,,,,,Owned by others,,,
Palmerston Branch / Theatre (TPL),"560 Palmerston Avenue, Toronto, ON, M6G 2P7",560,Palmerston Avenue,,Toronto,ON,M6G 2P7,20,1,,,1,1,,City Operated,,,
St. Alban's Boys' and Girls' Club,"843 Palmerston Avenue, Toronto, ON, M6G 2R8",843,Palmerston Avenue,,Toronto,ON,M6G 2R8,20,,,,,1,,City Owned,,,
Second City Training Centre (John Candy Box Theatre),"70 Peter Street, Toronto, ON, M5V 2G5",70,Peter Street,,Toronto,ON,M5V 2G5,20,1,,,,,,Owned by others,,,
Ontario Association of Art Galleries,"111 Peter Street, Suite 125, Toronto, ON, M5V 2H1",111,Peter Street,Suite 125,Toronto,ON,M5V 2H1,20,,1,,,1,,Owned by others,,,
Jimmy's Coffee,"107 Portland Street, Toronto, ON, M5V 2N3",107,Portland Street,,Toronto,ON,M5V 2N3,20,,1,,,,,Owned by others,,,
The Women's Art Association Gallery,"23 Prince Arthur Avenue, Toronto, ON, M5R 1B2",23,Prince Arthur Avenue,,Toronto,ON,M5R 1B2,20,,1,,,,1,Owned by others,,,
Campbell House Museum,"160 Queen Street West, Toronto, ON, M5H 3H3",160,Queen Street West,,Toronto,ON,M5H 3H3,20,,1,,,,1,Owned by others,,,
The REX Jazz Bar,"194 Queen Street West, Toronto, ON, M5V 1Z5",194,Queen Street West,,Toronto,ON,M5V 1Z5,20,1,,,,1,1,Owned by others,,,
Horseshoe Tavern,"370 Queen Street West, Toronto, ON, M5V 2A2",370,Queen Street West,,Toronto,ON,M5V 2A2,20,1,,,,,1,Owned by others,,,
The Cameron House,"408 Queen Street West, Toronto, ON, M5V 2A6",408,Queen Street West,,Toronto,ON,M5V 2A6,20,1,1,,,1,1,Owned by others,,,
George Fischer Photography Gallery,"474 Queen Street West, Toronto, ON, M5B 2B2",474,Queen Street West,,Toronto,ON,M5B 2B2,20,,1,,,,1,Owned by others,,,
City Dance Corps,"489 Queen Street West, 3rd Floor, Toronto, ON, M5V 2V4",489,Queen Street West,3rd Floor,Toronto,ON,M5V 2V4,20,1,,,,,1,Owned by others,,,
Earth & Fire Gallery,"489 Queen Street West, Toronto, ON, M5V 2B4",489,Queen Street West,,Toronto,ON,M5V 2B4,20,,1,,,,1,Owned by others,,,
The Velvet Underground,"510 Queen Street West, Toronto, ON, M5V 2B3",510,Queen Street West,,Toronto,ON,M5V 2B3,20,1,,,,,,Owned by others,,,
Tequila Bookworm,"512 Queen Street West, Toronto, ON, M5V 2B3",512,Queen Street West,,Toronto,ON,M5V 2B3,20,1,,,,,1,Owned by others,,,
Torched Studio,"557 Queen Street West, Toronto, ON, M6G 3T5",557,Queen Street West,,Toronto,ON,M6G 3T5,20,,1,,,,1,Owned by others,,,
Boulevard Interiors,"570 Queen Street West, Toronto, ON, M5V 2B5",570,Queen Street West,,Toronto,ON,M5V 2B5,20,,1,,,,,Owned by others,,,
SIX20SEVEN (Norman Felix Gallery),"627 Queen Street West, Toronto, ON, M5V 2B7",627,Queen Street West,,Toronto,ON,M5V 2B7,20,,1,,,,1,Owned by others,,,
The Burroughes Buiding Art Space,"639 Queen Street West, Toronto, ON, M5V 2B7",639,Queen Street West,,Toronto,ON,M5V 2B7,20,,1,,,,1,Owned by others,,,
